,en_Manchester Arena bombing,ar_Manchester Arena bombing,en_Israel–Hamas war,ar_Israel–Hamas war,he_Israel–Hamas war,en_Charlie Hebdo shooting,ar_Charlie Hebdo shooting,fr_Charlie Hebdo shooting,date
338,58.0,6.0,,,,936,19,580,2018-09-13
339,45.0,9.0,,,,848,18,471,2018-09-14
340,50.0,2.0,,,,774,28,468,2018-09-15
341,59.0,11.0,,,,979,16,489,2018-09-16
342,55.0,18.0,,,,847,14,510,2018-09-17
343,56.0,13.0,,,,876,11,646,2018-09-18
344,41.0,13.0,,,,909,21,636,2018-09-19
345,58.0,9.0,,,,968,17,792,2018-09-20
346,39.0,9.0,,,,783,28,693,2018-09-21
347,36.0,19.0,,,,721,28,490,2018-09-22
348,60.0,24.0,,,,847,21,617,2018-09-23
349,39.0,13.0,,,,852,21,500,2018-09-24
350,46.0,15.0,,,,908,26,560,2018-09-25
351,45.0,17.0,,,,885,17,565,2018-09-26
352,38.0,10.0,,,,858,15,637,2018-09-27
353,61.0,15.0,,,,738,11,585,2018-09-28
354,52.0,13.0,,,,735,21,559,2018-09-29
355,49.0,8.0,,,,812,21,698,2018-09-30
356,43.0,13.0,,,,862,33,621,2018-10-01
357,36.0,10.0,,,,806,13,562,2018-10-02
358,31.0,10.0,,,,893,19,592,2018-10-03
359,39.0,6.0,,,,853,25,632,2018-10-04
360,41.0,9.0,,,,742,14,530,2018-10-05
361,41.0,11.0,,,,656,10,469,2018-10-06
362,29.0,18.0,,,,765,26,592,2018-10-07
363,35.0,10.0,,,,922,20,720,2018-10-08
364,34.0,11.0,,,,862,15,533,2018-10-09
365,36.0,9.0,,,,904,25,617,2018-10-10
366,76.0,10.0,,,,936,21,557,2018-10-11
367,38.0,11.0,,,,793,22,534,2018-10-12
368,44.0,10.0,,,,726,23,495,2018-10-13
369,48.0,4.0,,,,774,13,700,2018-10-14
370,51.0,10.0,,,,971,18,682,2018-10-15
371,50.0,12.0,,,,968,10,776,2018-10-16
372,572.0,4.0,,,,980,27,676,2018-10-17
373,61.0,9.0,,,,924,17,701,2018-10-18
374,59.0,10.0,,,,869,25,665,2018-10-19
375,40.0,11.0,,,,738,17,573,2018-10-20
376,38.0,9.0,,,,824,30,517,2018-10-21
377,51.0,6.0,,,,1070,20,620,2018-10-22
378,53.0,7.0,,,,1071,23,762,2018-10-23
379,38.0,8.0,,,,1010,16,565,2018-10-24
380,49.0,22.0,,,,1004,50,504,2018-10-25
381,63.0,16.0,,,,891,25,526,2018-10-26
382,37.0,7.0,,,,870,20,504,2018-10-27
383,39.0,8.0,,,,937,30,807,2018-10-28
384,42.0,15.0,,,,1566,22,840,2018-10-29
385,36.0,18.0,,,,1059,14,871,2018-10-30
386,33.0,5.0,,,,990,23,784,2018-10-31
387,64.0,9.0,,,,852,16,764,2018-11-01
388,55.0,8.0,,,,930,20,921,2018-11-02
389,51.0,20.0,,,,803,23,739,2018-11-03
390,63.0,12.0,,,,898,14,930,2018-11-04
391,76.0,9.0,,,,1119,27,1879,2018-11-05
392,50.0,28.0,,,,1148,30,1861,2018-11-06
393,63.0,12.0,,,,1035,20,4956,2018-11-07
394,63.0,4.0,,,,1093,30,1650,2018-11-08
395,50.0,9.0,,,,1106,28,1273,2018-11-09
396,55.0,9.0,,,,805,13,1335,2018-11-10
397,48.0,12.0,,,,1646,36,1372,2018-11-11
398,39.0,7.0,,,,1073,27,1050,2018-11-12
399,47.0,13.0,,,,1396,21,3016,2018-11-13
400,46.0,11.0,,,,1139,11,1333,2018-11-14
401,46.0,12.0,,,,994,20,3348,2018-11-15
402,33.0,11.0,,,,834,17,3032,2018-11-16
403,32.0,9.0,,,,779,16,820,2018-11-17
404,38.0,4.0,,,,961,30,924,2018-11-18
405,53.0,6.0,,,,1117,16,808,2018-11-19
406,37.0,13.0,,,,863,41,1002,2018-11-20
407,38.0,6.0,,,,826,22,902,2018-11-21
408,69.0,21.0,,,,764,20,782,2018-11-22
409,38.0,23.0,,,,689,10,695,2018-11-23
410,32.0,3.0,,,,621,24,698,2018-11-24
411,45.0,14.0,,,,730,30,872,2018-11-25
412,46.0,14.0,,,,983,26,824,2018-11-26
413,40.0,10.0,,,,916,19,769,2018-11-27
414,51.0,12.0,,,,880,17,814,2018-11-28
415,45.0,10.0,,,,918,39,858,2018-11-29
416,72.0,5.0,,,,892,24,692,2018-11-30
417,78.0,13.0,,,,736,12,677,2018-12-01
418,59.0,12.0,,,,855,30,841,2018-12-02
419,54.0,10.0,,,,1009,18,913,2018-12-03
420,52.0,10.0,,,,982,23,727,2018-12-04
421,54.0,10.0,,,,921,20,733,2018-12-05
422,45.0,13.0,,,,894,17,731,2018-12-06
423,53.0,12.0,,,,856,19,693,2018-12-07
424,51.0,13.0,,,,778,24,721,2018-12-08
425,36.0,5.0,,,,902,31,1255,2018-12-09
426,66.0,4.0,,,,1005,26,822,2018-12-10
427,52.0,21.0,,,,1449,42,1420,2018-12-11
428,35.0,20.0,,,,1933,55,2898,2018-12-12
429,45.0,8.0,,,,1457,29,2145,2018-12-13
430,46.0,10.0,,,,1128,32,1492,2018-12-14
431,70.0,12.0,,,,892,20,953,2018-12-15
432,33.0,7.0,,,,832,33,1111,2018-12-16
433,42.0,6.0,,,,862,26,974,2018-12-17
434,36.0,8.0,,,,823,24,837,2018-12-18
435,49.0,10.0,,,,845,22,978,2018-12-19
436,39.0,2.0,,,,905,33,1873,2018-12-20
437,46.0,3.0,,,,1680,38,2741,2018-12-21
438,38.0,8.0,,,,1058,30,983,2018-12-22
439,39.0,2.0,,,,1095,31,1345,2018-12-23
440,47.0,8.0,,,,842,26,1563,2018-12-24
441,43.0,7.0,,,,678,22,1122,2018-12-25
442,56.0,11.0,,,,786,26,1019,2018-12-26
443,33.0,11.0,,,,852,26,1231,2018-12-27
444,53.0,12.0,,,,722,28,1032,2018-12-28
445,54.0,9.0,,,,787,27,1006,2018-12-29
446,57.0,5.0,,,,769,10,1134,2018-12-30
447,50.0,8.0,,,,755,30,927,2018-12-31
448,62.0,14.0,,,,954,23,883,2019-01-01
449,60.0,20.0,,,,935,15,962,2019-01-02
450,44.0,10.0,,,,918,34,1133,2019-01-03
451,43.0,6.0,,,,984,14,1376,2019-01-04
452,37.0,17.0,,,,898,22,2333,2019-01-05
453,43.0,11.0,,,,1098,36,3073,2019-01-06
454,43.0,10.0,,,,7168,117,10663,2019-01-07
455,30.0,28.0,,,,6806,55,3993,2019-01-08
456,48.0,16.0,,,,1715,36,2155,2019-01-09
457,40.0,8.0,,,,1326,22,1328,2019-01-10
458,39.0,19.0,,,,1169,30,1081,2019-01-11
459,35.0,13.0,,,,1026,49,1161,2019-01-12
460,51.0,8.0,,,,980,29,1547,2019-01-13
461,52.0,15.0,,,,1009,30,1091,2019-01-14
462,59.0,16.0,,,,999,25,994,2019-01-15
463,41.0,12.0,,,,982,37,963,2019-01-16
464,44.0,2.0,,,,979,17,943,2019-01-17
465,52.0,14.0,,,,917,31,1172,2019-01-18
466,40.0,6.0,,,,697,24,984,2019-01-19
467,49.0,12.0,,,,801,37,1391,2019-01-20
468,43.0,9.0,,,,852,28,808,2019-01-21
469,39.0,10.0,,,,1012,25,1143,2019-01-22
470,41.0,16.0,,,,842,25,915,2019-01-23
471,60.0,14.0,,,,838,32,911,2019-01-24
472,53.0,9.0,,,,797,30,779,2019-01-25
473,40.0,12.0,,,,810,16,1323,2019-01-26
474,51.0,18.0,,,,978,20,1187,2019-01-27
475,37.0,15.0,,,,1079,27,946,2019-01-28
476,43.0,11.0,,,,964,15,961,2019-01-29
477,40.0,20.0,,,,1022,16,952,2019-01-30
478,62.0,4.0,,,,851,15,738,2019-01-31
479,46.0,23.0,,,,859,27,772,2019-02-01
480,43.0,24.0,,,,670,28,712,2019-02-02
481,38.0,8.0,,,,719,15,1207,2019-02-03
482,42.0,16.0,,,,820,33,876,2019-02-04
483,34.0,15.0,,,,880,23,703,2019-02-05
484,36.0,13.0,,,,842,26,823,2019-02-06
485,59.0,38.0,,,,900,22,746,2019-02-07
486,56.0,36.0,,,,797,33,628,2019-02-08
487,59.0,19.0,,,,677,26,713,2019-02-09
488,64.0,11.0,,,,753,24,977,2019-02-10
489,52.0,18.0,,,,1273,17,865,2019-02-11
490,48.0,14.0,,,,878,205,763,2019-02-12
491,51.0,13.0,,,,806,19,728,2019-02-13
492,47.0,8.0,,,,1071,19,588,2019-02-14
493,47.0,17.0,,,,909,20,696,2019-02-15
494,52.0,5.0,,,,933,26,678,2019-02-16
495,63.0,9.0,,,,898,20,742,2019-02-17
496,65.0,8.0,,,,992,26,673,2019-02-18
497,95.0,16.0,,,,965,15,700,2019-02-19
498,83.0,12.0,,,,1004,21,731,2019-02-20
499,76.0,17.0,,,,953,20,804,2019-02-21
500,55.0,13.0,,,,846,24,865,2019-02-22
501,47.0,11.0,,,,766,24,628,2019-02-23
502,49.0,9.0,,,,806,19,737,2019-02-24
503,86.0,7.0,,,,917,21,746,2019-02-25
504,66.0,9.0,,,,903,23,653,2019-02-26
505,67.0,12.0,,,,1130,22,699,2019-02-27
506,79.0,11.0,,,,1232,21,854,2019-02-28
507,69.0,10.0,,,,957,27,702,2019-03-01
508,104.0,27.0,,,,816,22,720,2019-03-02
509,138.0,17.0,,,,952,26,1267,2019-03-03
510,57.0,19.0,,,,965,26,877,2019-03-04
511,63.0,14.0,,,,964,24,767,2019-03-05
512,70.0,10.0,,,,1012,15,846,2019-03-06
513,54.0,23.0,,,,1078,15,699,2019-03-07
514,72.0,36.0,,,,895,16,628,2019-03-08
515,337.0,16.0,,,,760,26,829,2019-03-09
516,51.0,16.0,,,,790,36,760,2019-03-10
517,69.0,14.0,,,,964,30,799,2019-03-11
518,69.0,11.0,,,,959,58,715,2019-03-12
519,167.0,16.0,,,,959,49,790,2019-03-13
520,139.0,14.0,,,,902,39,686,2019-03-14
521,230.0,61.0,,,,3548,4312,1125,2019-03-15
522,274.0,37.0,,,,2659,2128,1085,2019-03-16
523,230.0,34.0,,,,2557,873,1694,2019-03-17
524,183.0,30.0,,,,3909,447,1228,2019-03-18
525,136.0,18.0,,,,2193,271,1054,2019-03-19
526,88.0,18.0,,,,1610,185,882,2019-03-20
527,84.0,38.0,,,,1470,152,770,2019-03-21
528,77.0,21.0,,,,1287,174,783,2019-03-22
529,71.0,23.0,,,,1117,132,755,2019-03-23
530,70.0,21.0,,,,1129,89,818,2019-03-24
531,66.0,8.0,,,,1220,55,854,2019-03-25
532,63.0,13.0,,,,1155,49,803,2019-03-26
533,61.0,9.0,,,,1162,45,776,2019-03-27
534,64.0,9.0,,,,1141,37,1290,2019-03-28
535,56.0,13.0,,,,997,73,769,2019-03-29
536,40.0,10.0,,,,848,39,669,2019-03-30
537,48.0,11.0,,,,878,45,733,2019-03-31
538,46.0,9.0,,,,970,35,775,2019-04-01
539,50.0,13.0,,,,1071,39,711,2019-04-02
540,62.0,15.0,,,,1048,24,812,2019-04-03
541,68.0,9.0,,,,1112,28,672,2019-04-04
542,59.0,19.0,,,,1037,26,652,2019-04-05
543,32.0,14.0,,,,850,43,550,2019-04-06
544,39.0,12.0,,,,945,34,767,2019-04-07
545,48.0,10.0,,,,973,22,636,2019-04-08
546,56.0,13.0,,,,935,21,618,2019-04-09
547,54.0,8.0,,,,1025,22,653,2019-04-10
548,37.0,9.0,,,,989,22,629,2019-04-11
549,71.0,54.0,,,,855,32,580,2019-04-12
550,50.0,30.0,,,,743,25,605,2019-04-13
551,76.0,8.0,,,,775,26,750,2019-04-14
552,96.0,31.0,,,,1979,40,902,2019-04-15
553,59.0,27.0,,,,2705,66,949,2019-04-16
554,55.0,11.0,,,,1529,36,679,2019-04-17
555,65.0,13.0,,,,1137,33,623,2019-04-18
556,49.0,13.0,,,,998,29,554,2019-04-19
557,51.0,12.0,,,,917,23,503,2019-04-20
558,73.0,12.0,,,,1063,24,623,2019-04-21
559,62.0,4.0,,,,1199,36,770,2019-04-22
560,93.0,14.0,,,,1148,33,662,2019-04-23
561,69.0,8.0,,,,1092,30,716,2019-04-24
562,58.0,12.0,,,,1354,32,608,2019-04-25
563,67.0,12.0,,,,853,26,539,2019-04-26
564,70.0,19.0,,,,757,21,526,2019-04-27
565,68.0,16.0,,,,1100,29,626,2019-04-28
566,65.0,8.0,,,,1081,32,620,2019-04-29
567,60.0,10.0,,,,1255,18,582,2019-04-30
568,57.0,13.0,,,,1038,18,824,2019-05-01
569,66.0,13.0,,,,1132,28,728,2019-05-02
570,58.0,17.0,,,,1111,37,691,2019-05-03
571,42.0,8.0,,,,789,20,624,2019-05-04
572,51.0,9.0,,,,835,28,701,2019-05-05
573,65.0,11.0,,,,980,14,614,2019-05-06
574,55.0,7.0,,,,917,21,685,2019-05-07
575,55.0,6.0,,,,997,13,710,2019-05-08
576,46.0,13.0,,,,946,14,636,2019-05-09
577,55.0,6.0,,,,904,21,676,2019-05-10
578,38.0,7.0,,,,682,15,621,2019-05-11
579,48.0,4.0,,,,780,28,669,2019-05-12
580,59.0,7.0,,,,842,23,562,2019-05-13
581,67.0,9.0,,,,789,16,589,2019-05-14
582,54.0,6.0,,,,913,21,583,2019-05-15
583,82.0,9.0,,,,869,20,563,2019-05-16
584,90.0,11.0,,,,752,20,448,2019-05-17
585,54.0,12.0,,,,729,23,441,2019-05-18
586,82.0,5.0,,,,788,31,558,2019-05-19
587,71.0,28.0,,,,813,31,554,2019-05-20
588,103.0,45.0,,,,846,21,569,2019-05-21
589,304.0,191.0,,,,839,33,579,2019-05-22
590,132.0,88.0,,,,839,27,529,2019-05-23
591,95.0,29.0,,,,789,24,570,2019-05-24
592,54.0,31.0,,,,712,29,493,2019-05-25
593,53.0,15.0,,,,767,41,528,2019-05-26
594,53.0,23.0,,,,770,29,539,2019-05-27
595,81.0,9.0,,,,853,33,567,2019-05-28
596,57.0,23.0,,,,803,25,458,2019-05-29
597,79.0,16.0,,,,835,31,518,2019-05-30
598,47.0,16.0,,,,710,27,509,2019-05-31
599,48.0,15.0,,,,775,28,446,2019-06-01
600,50.0,32.0,,,,769,18,485,2019-06-02
601,73.0,13.0,,,,883,17,486,2019-06-03
602,58.0,16.0,,,,964,27,636,2019-06-04
603,57.0,6.0,,,,808,18,494,2019-06-05
604,54.0,14.0,,,,740,29,533,2019-06-06
605,36.0,15.0,,,,793,24,520,2019-06-07
606,35.0,10.0,,,,625,26,424,2019-06-08
607,28.0,54.0,,,,733,21,604,2019-06-09
608,45.0,15.0,,,,877,28,571,2019-06-10
609,44.0,17.0,,,,1144,26,817,2019-06-11
610,56.0,9.0,,,,1127,23,930,2019-06-12
611,48.0,12.0,,,,1127,52,687,2019-06-13
612,60.0,26.0,,,,1108,22,812,2019-06-14
613,42.0,14.0,,,,869,38,534,2019-06-15
614,54.0,20.0,,,,805,19,619,2019-06-16
615,52.0,16.0,,,,962,34,564,2019-06-17
616,54.0,14.0,,,,901,36,587,2019-06-18
617,55.0,13.0,,,,838,19,607,2019-06-19
618,86.0,23.0,,,,889,71,566,2019-06-20
619,52.0,14.0,,,,926,60,1035,2019-06-21
620,32.0,15.0,,,,678,77,614,2019-06-22
621,46.0,14.0,,,,691,38,605,2019-06-23
622,54.0,7.0,,,,897,58,546,2019-06-24
623,56.0,10.0,,,,828,13,485,2019-06-25
624,46.0,13.0,,,,894,25,679,2019-06-26
625,50.0,9.0,,,,847,24,506,2019-06-27
626,51.0,19.0,,,,1617,25,489,2019-06-28
627,36.0,20.0,,,,710,31,449,2019-06-29
628,45.0,19.0,,,,883,20,523,2019-06-30
629,43.0,15.0,,,,1002,31,491,2019-07-01
630,59.0,17.0,,,,806,21,448,2019-07-02
631,38.0,15.0,,,,729,23,496,2019-07-03
632,44.0,9.0,,,,1165,18,451,2019-07-04
633,34.0,12.0,,,,660,21,482,2019-07-05
634,41.0,10.0,,,,1859,17,425,2019-07-06
635,56.0,6.0,,,,793,26,497,2019-07-07
636,67.0,15.0,,,,744,45,437,2019-07-08
637,50.0,21.0,,,,795,19,428,2019-07-09
638,44.0,22.0,,,,1069,25,541,2019-07-10
639,38.0,15.0,,,,712,47,427,2019-07-11
640,54.0,11.0,,,,738,26,426,2019-07-12
641,52.0,10.0,,,,710,30,467,2019-07-13
642,58.0,31.0,,,,760,23,575,2019-07-14
643,45.0,22.0,,,,772,20,606,2019-07-15
644,57.0,12.0,,,,897,19,498,2019-07-16
645,98.0,80.0,,,,857,8,518,2019-07-17
646,88.0,40.0,,,,1762,18,549,2019-07-18
647,59.0,14.0,,,,1121,25,438,2019-07-19
648,44.0,11.0,,,,683,15,493,2019-07-20
649,39.0,11.0,,,,733,25,453,2019-07-21
650,40.0,18.0,,,,837,28,464,2019-07-22
651,52.0,5.0,,,,848,34,477,2019-07-23
652,44.0,11.0,,,,773,24,492,2019-07-24
653,69.0,10.0,,,,737,34,395,2019-07-25
654,34.0,12.0,,,,856,23,414,2019-07-26
655,39.0,11.0,,,,643,31,486,2019-07-27
656,43.0,10.0,,,,700,24,501,2019-07-28
657,59.0,3.0,,,,884,38,476,2019-07-29
658,54.0,8.0,,,,821,31,524,2019-07-30
659,49.0,12.0,,,,749,36,472,2019-07-31
660,52.0,15.0,,,,829,35,476,2019-08-01
661,51.0,5.0,,,,723,16,460,2019-08-02
662,57.0,16.0,,,,779,20,472,2019-08-03
663,42.0,9.0,,,,1458,21,778,2019-08-04
664,46.0,16.0,,,,1784,37,557,2019-08-05
665,51.0,14.0,,,,1994,29,1557,2019-08-06
666,49.0,7.0,,,,1222,28,544,2019-08-07
667,46.0,10.0,,,,955,42,500,2019-08-08
668,33.0,26.0,,,,879,14,572,2019-08-09
669,49.0,5.0,,,,728,32,503,2019-08-10
670,40.0,4.0,,,,855,10,566,2019-08-11
671,33.0,6.0,,,,849,33,645,2019-08-12
672,40.0,9.0,,,,792,21,536,2019-08-13
673,35.0,14.0,,,,785,27,499,2019-08-14
674,59.0,13.0,,,,774,15,604,2019-08-15
675,51.0,11.0,,,,784,16,530,2019-08-16
676,40.0,11.0,,,,1243,29,652,2019-08-17
677,42.0,10.0,,,,815,41,566,2019-08-18
678,48.0,17.0,,,,883,22,566,2019-08-19
679,55.0,5.0,,,,858,34,606,2019-08-20
680,59.0,10.0,,,,869,21,642,2019-08-21
681,37.0,9.0,,,,870,35,681,2019-08-22
682,41.0,19.0,,,,1677,21,519,2019-08-23
683,47.0,11.0,,,,1487,24,495,2019-08-24
684,50.0,10.0,,,,832,22,573,2019-08-25
685,115.0,17.0,,,,946,32,474,2019-08-26
686,78.0,9.0,,,,967,33,507,2019-08-27
687,58.0,10.0,,,,947,16,724,2019-08-28
688,50.0,17.0,,,,874,22,473,2019-08-29
689,34.0,15.0,,,,800,18,504,2019-08-30
690,39.0,9.0,,,,964,30,534,2019-08-31
691,50.0,7.0,,,,1312,30,500,2019-09-01
692,54.0,9.0,,,,901,15,740,2019-09-02
693,38.0,5.0,,,,876,20,476,2019-09-03
694,46.0,15.0,,,,966,21,929,2019-09-04
695,60.0,16.0,,,,853,24,978,2019-09-05
696,41.0,8.0,,,,826,16,806,2019-09-06
697,44.0,9.0,,,,696,24,1829,2019-09-07
698,53.0,9.0,,,,763,26,1273,2019-09-08
699,41.0,9.0,,,,928,29,720,2019-09-09
700,51.0,9.0,,,,941,19,835,2019-09-10
701,53.0,13.0,,,,1298,29,1181,2019-09-11
702,68.0,11.0,,,,1292,39,874,2019-09-12
703,69.0,8.0,,,,950,38,1034,2019-09-13
704,38.0,6.0,,,,1410,23,863,2019-09-14
705,64.0,9.0,,,,894,28,748,2019-09-15
706,56.0,11.0,,,,992,37,705,2019-09-16
707,63.0,9.0,,,,1006,39,611,2019-09-17
708,62.0,5.0,,,,1035,34,634,2019-09-18
709,59.0,14.0,,,,927,25,638,2019-09-19
710,52.0,11.0,,,,886,15,545,2019-09-20
711,31.0,10.0,,,,795,22,603,2019-09-21
712,57.0,9.0,,,,833,22,947,2019-09-22
713,46.0,10.0,,,,1033,32,567,2019-09-23
714,74.0,5.0,,,,985,21,606,2019-09-24
715,68.0,12.0,,,,886,38,839,2019-09-25
716,73.0,15.0,,,,920,33,861,2019-09-26
717,65.0,10.0,,,,802,37,829,2019-09-27
718,74.0,14.0,,,,735,53,689,2019-09-28
719,58.0,6.0,,,,886,37,826,2019-09-29
720,63.0,5.0,,,,1094,52,848,2019-09-30
721,58.0,10.0,,,,1237,29,1535,2019-10-01
722,62.0,4.0,,,,969,49,3797,2019-10-02
723,66.0,2.0,,,,1584,47,2196,2019-10-03
724,74.0,15.0,,,,1549,45,1318,2019-10-04
725,55.0,8.0,,,,1587,34,1421,2019-10-05
726,51.0,7.0,,,,1386,40,1641,2019-10-06
727,66.0,2.0,,,,1229,39,1582,2019-10-07
728,86.0,6.0,,,,1216,41,1254,2019-10-08
729,67.0,5.0,,,,1146,29,1323,2019-10-09
730,73.0,11.0,,,,1283,28,1105,2019-10-10
731,104.0,16.0,,,,1218,51,1019,2019-10-11
732,66.0,12.0,,,,819,24,964,2019-10-12
733,45.0,11.0,,,,1007,26,1027,2019-10-13
734,58.0,11.0,,,,1116,26,928,2019-10-14
735,74.0,9.0,,,,1208,27,856,2019-10-15
736,112.0,12.0,,,,1393,39,883,2019-10-16
737,78.0,18.0,,,,1162,32,989,2019-10-17
738,68.0,14.0,,,,1137,22,895,2019-10-18
739,39.0,16.0,,,,1291,41,701,2019-10-19
740,49.0,16.0,,,,954,20,843,2019-10-20
741,46.0,5.0,,,,1708,26,1023,2019-10-21
742,83.0,49.0,,,,1415,37,805,2019-10-22
743,73.0,15.0,,,,1277,25,844,2019-10-23
744,86.0,9.0,,,,1398,37,806,2019-10-24
745,52.0,6.0,,,,1210,47,872,2019-10-25
746,56.0,8.0,,,,907,37,813,2019-10-26
747,49.0,12.0,,,,1175,38,1079,2019-10-27
748,90.0,9.0,,,,1330,42,1082,2019-10-28
749,81.0,13.0,,,,1143,29,935,2019-10-29
750,75.0,9.0,,,,1222,35,1090,2019-10-30
751,47.0,8.0,,,,1103,28,1104,2019-10-31
752,57.0,10.0,,,,906,33,1261,2019-11-01
753,42.0,9.0,,,,956,31,1585,2019-11-02
754,64.0,16.0,,,,1244,45,1288,2019-11-03
755,78.0,12.0,,,,1293,30,1013,2019-11-04
756,81.0,8.0,,,,1156,42,1127,2019-11-05
757,53.0,9.0,,,,1077,27,1073,2019-11-06
758,75.0,11.0,,,,1382,33,1107,2019-11-07
759,75.0,7.0,,,,1346,47,1167,2019-11-08
760,45.0,15.0,,,,1111,26,979,2019-11-09
761,70.0,10.0,,,,1205,22,1311,2019-11-10
762,82.0,14.0,,,,1561,48,1405,2019-11-11
763,118.0,9.0,,,,1135,58,1266,2019-11-12
764,98.0,18.0,,,,1502,37,3708,2019-11-13
765,133.0,6.0,,,,1506,33,1615,2019-11-14
766,82.0,13.0,,,,1130,51,1119,2019-11-15
767,80.0,6.0,,,,862,66,942,2019-11-16
768,76.0,5.0,,,,930,49,1128,2019-11-17
769,91.0,6.0,,,,1074,32,1022,2019-11-18
770,73.0,7.0,,,,1284,33,943,2019-11-19
771,83.0,10.0,,,,1336,26,935,2019-11-20
772,72.0,8.0,,,,1126,35,894,2019-11-21
773,94.0,6.0,,,,1089,17,1096,2019-11-22
774,49.0,10.0,,,,826,33,1096,2019-11-23
775,68.0,6.0,,,,1056,33,1049,2019-11-24
776,84.0,5.0,,,,1252,30,978,2019-11-25
777,76.0,7.0,,,,1131,16,1065,2019-11-26
778,74.0,8.0,,,,1009,43,1088,2019-11-27
779,54.0,10.0,,,,960,40,961,2019-11-28
780,105.0,14.0,,,,1726,37,1160,2019-11-29
781,118.0,12.0,,,,1118,30,1523,2019-11-30
782,98.0,6.0,,,,1215,27,1688,2019-12-01
783,94.0,13.0,,,,1485,75,1383,2019-12-02
784,75.0,3.0,,,,1225,43,940,2019-12-03
785,75.0,18.0,,,,1124,28,782,2019-12-04
786,85.0,11.0,,,,1002,41,825,2019-12-05
787,63.0,5.0,,,,1349,27,849,2019-12-06
788,62.0,8.0,,,,807,30,806,2019-12-07
789,53.0,14.0,,,,883,31,880,2019-12-08
790,88.0,10.0,,,,1129,31,762,2019-12-09
791,51.0,28.0,,,,1080,34,815,2019-12-10
792,75.0,23.0,,,,1140,36,1928,2019-12-11
793,77.0,9.0,,,,1134,32,847,2019-12-12
794,71.0,7.0,,,,1079,51,762,2019-12-13
795,72.0,15.0,,,,1031,19,640,2019-12-14
796,68.0,4.0,,,,1178,34,731,2019-12-15
797,62.0,7.0,,,,1633,48,772,2019-12-16
798,48.0,27.0,,,,1161,31,737,2019-12-17
799,64.0,9.0,,,,1196,38,727,2019-12-18
800,35.0,11.0,,,,1254,32,712,2019-12-19
801,35.0,15.0,,,,958,36,817,2019-12-20
802,38.0,4.0,,,,1430,36,577,2019-12-21
803,38.0,8.0,,,,1578,32,637,2019-12-22
804,50.0,7.0,,,,894,17,597,2019-12-23
805,48.0,5.0,,,,816,23,587,2019-12-24
806,56.0,8.0,,,,1182,28,634,2019-12-25
807,29.0,5.0,,,,1224,31,669,2019-12-26
808,55.0,6.0,,,,1632,28,902,2019-12-27
809,47.0,16.0,,,,1040,26,1036,2019-12-28
810,50.0,7.0,,,,1531,73,2125,2019-12-29
811,51.0,22.0,,,,1807,51,1110,2019-12-30
812,34.0,31.0,,,,1143,43,799,2019-12-31
813,66.0,22.0,,,,1127,40,890,2020-01-01
814,61.0,14.0,,,,1098,30,1171,2020-01-02
815,60.0,22.0,,,,1206,23,1777,2020-01-03
816,44.0,16.0,,,,1274,32,1513,2020-01-04
817,45.0,25.0,,,,1673,49,3945,2020-01-05
818,78.0,9.0,,,,1859,31,4807,2020-01-06
819,84.0,7.0,,,,11275,208,29338,2020-01-07
820,65.0,8.0,,,,4409,59,8076,2020-01-08
821,74.0,6.0,,,,2399,62,4247,2020-01-09
822,55.0,10.0,,,,1861,74,2767,2020-01-10
823,43.0,13.0,,,,1324,48,3627,2020-01-11
824,66.0,13.0,,,,1168,33,3017,2020-01-12
825,113.0,19.0,,,,1328,48,2021,2020-01-13
826,72.0,3.0,,,,1324,35,1564,2020-01-14
827,63.0,8.0,,,,1373,27,1332,2020-01-15
828,61.0,3.0,,,,1124,38,1295,2020-01-16
829,125.0,59.0,,,,1188,39,1071,2020-01-17
830,116.0,18.0,,,,905,35,977,2020-01-18
831,88.0,13.0,,,,999,25,1070,2020-01-19
832,90.0,15.0,,,,1183,31,1077,2020-01-20
833,81.0,12.0,,,,1183,37,1689,2020-01-21
834,76.0,14.0,,,,1303,40,1692,2020-01-22
835,70.0,6.0,,,,1183,26,1355,2020-01-23
836,47.0,10.0,,,,1112,30,1181,2020-01-24
837,52.0,20.0,,,,898,39,1067,2020-01-25
838,66.0,10.0,,,,1078,27,1346,2020-01-26
839,70.0,6.0,,,,1190,27,1022,2020-01-27
840,57.0,5.0,,,,1420,35,970,2020-01-28
841,62.0,6.0,,,,1403,43,1059,2020-01-29
842,54.0,12.0,,,,1396,43,974,2020-01-30
843,52.0,6.0,,,,1174,29,939,2020-01-31
844,45.0,5.0,,,,1095,24,832,2020-02-01
845,64.0,10.0,,,,1133,20,987,2020-02-02
846,78.0,8.0,,,,1117,36,953,2020-02-03
847,84.0,15.0,,,,1130,43,2332,2020-02-04
848,70.0,13.0,,,,1192,26,1361,2020-02-05
849,52.0,30.0,,,,1128,36,1026,2020-02-06
850,52.0,16.0,,,,1143,22,837,2020-02-07
851,50.0,19.0,,,,884,29,839,2020-02-08
852,54.0,15.0,,,,1145,29,887,2020-02-09
853,75.0,6.0,,,,1444,23,807,2020-02-10
854,64.0,12.0,,,,1148,32,892,2020-02-11
855,54.0,11.0,,,,1561,34,1533,2020-02-12
856,48.0,12.0,,,,1350,44,1154,2020-02-13
857,50.0,14.0,,,,1028,23,809,2020-02-14
